elevation_meters,elevation_factor,rain_intensity_mm_hr,cumulative_rainfall_3h_mm,soil_saturation_percent,drainage_capacity_m3s,drainage_saturation_percent,current_water_level_cm,water_level_rise_rate_10m,future_water_level_15m_cm,future_water_level_30m_cm,future_water_level_60m_cm,is_anomaly,risk_class,risk_label
561.6,0.544,23.1,54.7,56.9,16.6,100.0,33.7,4.19,39.8,46.9,56.6,0,3,CRITICAL
578.5,0.151,5.9,40.3,43.4,24.8,18.1,5.8,-0.18,5.2,5.4,6.4,0,0,LOW
552.0,0.767,0.4,8.1,36.9,16.5,1.6,7.8,-0.02,7.5,7.9,7.3,0,0,LOW
572.3,0.295,18.7,58.7,65.5,10.9,100.0,27.2,4.04,32.9,39.0,50.5,0,3,CRITICAL
553.3,0.737,3.5,30.1,47.8,19.0,15.4,14.4,0.02,14.3,15.2,14.9,0,1,MODERATE
577.0,0.186,50.8,130.2,97.4,11.3,100.0,26.0,5.21,33.6,41.0,56.9,0,3,CRITICAL
564.0,0.488,55.4,109.1,82.2,12.8,100.0,32.7,7.19,43.6,55.3,74.6,0,3,CRITICAL
563.1,0.509,44.3,75.7,66.9,10.8,100.0,31.3,5.33,38.9,47.9,63.9,0,3,CRITICAL
563.7,0.495,8.3,43.9,50.3,22.6,32.3,15.0,-0.18,14.3,15.0,13.2,0,1,MODERATE
553.8,0.726,0.3,7.3,32.8,21.1,0.8,11.5,-0.06,11.0,10.5,12.1,0,0,LOW
577.4,0.177,47.4,117.6,79.6,20.8,100.0,28.4,6.22,37.3,47.7,65.4,0,3,CRITICAL
554.8,0.702,10.1,46.3,50.1,22.3,39.7,19.0,0.4,19.9,19.7,22.4,0,1,MODERATE
567.3,0.412,61.2,136.2,100.0,12.5,100.0,28.8,6.73,38.6,48.1,67.3,0,3,CRITICAL
554.1,0.719,59.6,135.8,100.0,14.3,100.0,33.2,8.35,46.2,58.6,80.2,0,3,CRITICAL
583.4,0.037,34.5,121.5,100.0,23.0,100.0,24.2,4.65,30.9,38.6,52.4,0,3,CRITICAL
574.7,0.24,6.3,34.0,48.5,14.0,38.2,12.9,-0.0,13.0,13.7,11.4,0,1,MODERATE
564.2,0.484,8.8,51.9,53.3,24.3,33.8,14.2,-0.22,14.1,14.0,13.8,0,1,MODERATE
561.7,0.542,34.3,91.9,67.2,18.0,100.0,30.8,5.24,38.4,46.1,62.4,0,3,CRITICAL
556.5,0.663,6.9,37.3,48.4,15.2,38.4,19.6,-0.23,18.9,19.5,18.1,0,1,MODERATE
547.3,0.877,3.3,26.1,33.1,24.4,7.8,11.7,0.08,11.5,12.2,10.9,0,0,LOW
582.1,0.067,14.6,50.1,50.1,15.6,82.1,24.8,2.08,27.8,30.7,37.6,0,2,HIGH
552.1,0.765,49.5,139.5,89.8,17.2,100.0,33.0,6.71,43.2,52.1,72.6,0,3,CRITICAL
577.1,0.184,21.4,76.4,60.8,11.1,100.0,27.5,3.77,32.8,38.4,50.7,0,3,CRITICAL
547.9,0.863,15.2,67.2,56.3,24.9,60.1,24.2,0.22,24.0,25.2,25.3,0,2,HIGH
573.1,0.277,1.8,10.0,33.2,20.3,5.2,7.8,-0.31,6.9,7.4,6.3,0,0,LOW
558.5,0.616,17.2,59.7,52.6,14.2,100.0,30.9,4.25,37.4,43.9,56.6,0,3,CRITICAL
571.7,0.309,83.0,238.5,100.0,17.8,100.0,29.8,9.04,43.2,56.0,83.7,0,3,CRITICAL
583.1,0.044,2.7,9.9,34.9,18.9,8.7,3.9,0.24,4.7,5.5,4.0,0,0,LOW
579.0,0.14,13.1,42.2,54.8,21.4,58.7,20.1,0.32,20.1,20.2,21.1,0,1,MODERATE
543.7,0.96,37.8,80.6,70.4,19.4,100.0,37.5,6.55,47.5,56.3,75.6,0,3,CRITICAL
568.5,0.384,24.3,52.3,56.4,13.0,100.0,32.5,4.21,38.7,45.4,58.1,0,3,CRITICAL
571.3,0.319,21.5,56.0,62.6,22.7,100.0,27.2,3.15,31.9,36.6,45.9,0,3,CRITICAL
555.3,0.691,21.8,81.7,63.2,20.6,100.0,35.5,4.22,42.3,48.2,61.0,0,3,CRITICAL
573.0,0.279,8.0,16.8,44.0,14.0,44.0,17.7,0.22,17.6,19.0,18.2,0,1,MODERATE
544.7,0.937,6.3,37.8,40.4,16.8,26.5,18.0,0.03,18.1,17.8,17.3,0,1,MODERATE
546.4,0.898,29.8,92.0,70.6,17.6,100.0,34.0,6.42,43.4,53.2,70.8,0,3,CRITICAL
548.5,0.849,29.9,114.7,88.4,23.7,100.0,37.6,5.64,45.9,54.4,71.1,0,3,CRITICAL
553.7,0.728,36.3,63.0,61.5,23.5,100.0,32.8,6.43,42.9,53.0,68.5,0,3,CRITICAL
562.0,0.535,44.0,106.5,79.8,18.3,100.0,29.5,5.66,38.1,46.1,62.8,0,3,CRITICAL
561.9,0.537,12.9,47.4,59.2,12.9,100.0,34.8,4.02,40.6,45.9,57.8,0,3,CRITICAL
552.0,0.767,12.5,55.5,65.3,24.3,58.8,21.9,0.24,22.6,23.1,21.9,0,2,HIGH
564.8,0.47,28.8,65.2,53.8,25.0,100.0,32.9,4.12,39.5,46.1,56.9,0,3,CRITICAL
572.1,0.3,18.9,72.9,58.1,11.4,100.0,27.4,3.99,33.0,39.5,50.3,0,3,CRITICAL
583.5,0.035,21.8,44.9,48.8,22.0,84.6,23.8,3.43,28.8,33.6,42.2,0,2,HIGH
550.7,0.798,28.6,93.4,69.8,12.5,100.0,35.4,5.39,43.5,52.5,65.6,0,3,CRITICAL
555.3,0.691,39.7,69.3,57.8,20.3,100.0,36.2,6.45,45.4,56.2,73.0,0,3,CRITICAL
545.9,0.909,7.4,26.0,43.3,20.2,27.8,17.4,0.34,17.4,18.2,19.2,0,1,MODERATE
574.2,0.251,8.5,32.1,52.1,12.1,64.0,17.1,0.27,18.0,17.2,19.8,0,1,MODERATE
558.0,0.628,1.8,29.8,46.5,13.9,10.5,13.0,-0.35,12.0,12.8,10.8,0,0,LOW
547.5,0.872,15.5,74.2,63.7,10.6,100.0,36.2,4.17,42.5,49.4,60.0,0,3,CRITICAL
543.3,0.97,0.7,8.5,28.5,12.8,2.7,12.0,0.14,11.7,12.7,11.9,0,0,LOW
554.7,0.705,11.3,43.0,42.7,14.2,59.5,22.2,-0.05,22.5,22.1,22.4,0,2,HIGH
576.5,0.198,14.1,74.4,72.8,15.4,100.0,28.6,2.85,33.3,37.2,44.7,0,3,CRITICAL
549.7,0.821,6.1,19.2,47.5,21.7,23.4,14.1,0.32,14.6,15.6,17.8,0,1,MODERATE
583.9,0.026,16.1,48.2,49.4,22.2,62.7,19.5,-0.04,19.9,18.8,20.5,0,1,MODERATE
576.3,0.202,0.6,34.6,54.2,12.6,4.5,5.1,0.1,5.4,6.2,4.0,0,0,LOW
572.1,0.3,0.7,24.4,43.5,12.8,4.2,8.6,0.14,8.8,8.6,9.4,0,0,LOW
545.9,0.909,31.1,57.6,59.3,10.0,100.0,39.4,5.56,47.4,56.5,73.2,0,3,CRITICAL
578.3,0.156,8.0,14.6,39.0,23.8,22.9,10.2,0.27,11.0,11.9,11.3,0,0,LOW
582.5,0.058,2.4,8.4,30.2,12.0,10.6,3.0,0.22,3.6,4.6,4.8,0,0,LOW
549.5,0.826,13.3,64.3,70.7,21.8,75.5,28.1,4.51,34.5,41.2,54.9,0,3,CRITICAL
547.5,0.872,26.5,100.7,89.3,15.9,100.0,39.4,6.25,48.3,58.4,77.2,0,3,CRITICAL
583.6,0.033,4.4,29.5,53.5,12.1,34.0,11.4,-0.17,11.6,10.2,11.8,0,0,LOW
545.8,0.912,17.6,66.6,71.0,16.7,100.0,35.5,4.56,41.9,48.7,60.5,0,3,CRITICAL
542.1,0.998,1.6,32.2,55.5,23.3,6.7,14.6,-0.14,14.4,13.4,13.7,0,1,MODERATE
579.2,0.135,1.0,29.7,38.1,11.1,6.0,6.2,-0.2,5.7,6.5,3.5,0,0,LOW
549.3,0.83,13.6,53.8,57.8,23.5,58.5,23.1,0.23,23.6,23.8,22.7,0,2,HIGH
582.5,0.058,14.0,56.1,51.2,11.5,100.0,24.9,2.05,28.2,31.5,37.6,0,2,HIGH
553.4,0.735,18.3,39.7,40.8,18.6,70.2,29.4,0.06,29.4,29.4,29.0,0,2,HIGH
570.5,0.337,23.3,58.3,49.7,12.6,100.0,28.8,3.33,34.1,38.4,47.7,0,3,CRITICAL
563.0,0.512,67.0,154.9,100.0,12.8,100.0,34.5,7.69,46.0,57.1,79.0,0,3,CRITICAL
551.7,0.774,13.1,23.8,46.9,20.0,53.8,21.3,0.07,21.4,22.5,22.0,0,2,HIGH
565.8,0.447,7.0,50.6,53.7,18.0,36.5,17.7,0.02,18.1,17.7,16.3,0,1,MODERATE
580.8,0.098,28.5,86.9,81.5,22.0,100.0,28.2,3.95,33.7,40.6,49.9,0,3,CRITICAL
584.3,0.016,5.7,48.0,46.5,16.4,28.3,11.2,-0.02,11.7,11.4,12.3,0,0,LOW
553.1,0.742,10.4,64.2,53.4,15.8,61.5,24.7,0.0,24.5,24.6,26.0,0,2,HIGH
575.8,0.214,1.5,24.2,40.5,16.2,6.6,3.1,-0.02,3.3,3.9,4.5,0,0,LOW
566.2,0.437,0.5,12.1,36.8,15.2,2.1,6.2,-0.16,5.9,5.9,3.6,0,0,LOW
553.8,0.726,59.2,109.0,88.4,10.6,100.0,37.0,7.55,48.1,60.1,82.3,0,3,CRITICAL
580.6,0.102,32.5,72.7,62.4,14.2,100.0,27.2,4.4,33.4,41.1,51.4,0,3,CRITICAL
583.9,0.026,21.4,73.9,62.3,16.3,100.0,27.2,2.56,30.8,35.5,42.9,0,3,CRITICAL
574.7,0.24,9.5,57.4,59.0,12.4,79.1,22.5,2.62,26.1,31.1,39.1,0,2,HIGH
543.2,0.972,3.4,38.4,55.9,13.7,24.3,18.5,0.22,19.0,18.7,20.9,0,1,MODERATE
563.7,0.495,3.1,11.8,26.5,15.6,9.2,9.8,-0.23,9.8,9.3,7.9,0,0,LOW
549.0,0.837,5.2,43.6,55.6,14.3,35.4,19.2,-0.2,19.0,19.5,19.3,0,1,MODERATE
569.8,0.353,14.3,43.4,49.9,10.3,100.0,31.9,3.68,36.9,43.8,53.8,0,3,CRITICAL
567.8,0.4,22.6,37.5,54.9,14.6,100.0,33.6,4.27,39.9,46.2,57.8,0,3,CRITICAL
552.8,0.749,19.4,64.9,68.9,16.0,100.0,32.6,4.69,39.8,47.4,59.3,0,3,CRITICAL
569.8,0.353,5.9,24.8,34.6,11.0,32.5,16.3,0.1,16.8,16.1,17.6,0,1,MODERATE
580.4,0.107,55.8,99.6,85.1,23.5,100.0,29.1,6.43,38.8,48.7,67.0,0,3,CRITICAL
573.0,0.279,24.1,94.1,72.2,16.3,100.0,28.7,3.18,33.7,38.4,46.0,0,3,CRITICAL
573.2,0.274,14.5,43.9,57.6,23.6,61.9,20.8,0.19,21.4,22.1,23.3,0,2,HIGH
549.8,0.819,17.0,28.2,39.3,22.1,52.9,25.6,0.05,25.9,25.4,24.4,0,2,HIGH
557.3,0.644,9.8,35.7,53.6,15.0,61.3,22.6,-0.03,22.9,22.5,23.7,0,2,HIGH
567.1,0.416,5.1,16.7,46.1,17.5,23.5,14.1,-0.07,13.8,13.0,15.0,0,1,MODERATE
547.9,0.863,7.9,28.4,45.6,23.6,26.7,17.8,-0.05,17.9,18.2,17.5,0,1,MODERATE
569.1,0.37,25.5,63.2,51.7,14.1,100.0,32.0,3.72,37.8,43.1,54.5,0,3,CRITICAL
545.8,0.912,0.3,26.0,41.1,24.5,0.9,11.5,-0.37,10.6,10.1,7.6,0,0,LOW
555.9,0.677,2.2,13.2,40.1,19.4,8.0,9.6,0.06,9.5,9.0,9.5,0,0,LOW
567.3,0.412,0.8,34.1,43.0,14.4,4.2,8.4,-0.03,8.2,9.1,10.0,0,0,LOW
556.7,0.658,0.7,16.2,31.9,24.2,1.6,11.8,-0.14,11.3,11.8,9.7,0,0,LOW
573.6,0.265,34.8,81.4,68.0,19.8,100.0,26.4,5.26,34.0,42.2,55.3,0,3,CRITICAL
584.8,0.005,21.9,75.6,58.2,20.3,100.0,25.6,2.83,29.9,34.0,40.8,0,2,HIGH
571.9,0.305,11.6,37.7,52.1,19.9,53.1,16.6,0.2,16.5,17.9,16.3,0,1,MODERATE
572.9,0.281,1.9,7.2,25.7,13.0,6.6,4.2,-0.2,3.9,3.0,3.8,0,0,LOW
554.7,0.705,12.2,35.3,41.8,24.0,37.2,17.7,-0.15,17.6,18.1,18.0,0,1,MODERATE
570.8,0.33,11.5,20.1,40.3,20.9,38.8,12.3,-0.02,12.0,13.2,11.4,0,1,MODERATE
562.0,0.535,3.4,11.6,26.6,14.4,11.0,12.0,-0.14,12.0,10.8,12.1,0,0,LOW
544.0,0.953,10.2,52.7,49.8,15.4,57.7,26.5,0.18,27.1,26.2,28.7,0,2,HIGH
549.9,0.816,9.2,55.4,53.1,15.8,54.1,26.4,0.26,26.9,27.8,26.5,0,2,HIGH
571.9,0.305,17.2,60.0,53.2,16.2,98.8,29.9,3.84,35.8,40.8,51.7,0,3,CRITICAL
557.4,0.642,18.1,49.9,61.7,24.6,79.4,26.3,4.93,33.3,40.9,53.3,0,3,CRITICAL
553.2,0.74,0.8,29.5,48.3,21.5,3.1,11.1,-0.04,11.5,11.3,10.3,0,0,LOW
564.5,0.477,8.4,23.3,44.9,13.7,48.2,17.8,0.17,17.9,19.0,19.0,0,1,MODERATE
584.5,0.012,17.7,48.5,47.4,22.7,64.7,19.4,0.48,19.7,20.8,21.3,0,1,MODERATE
583.7,0.03,12.6,25.0,45.4,16.0,62.6,15.4,0.13,15.9,15.7,17.4,0,1,MODERATE
561.2,0.553,34.9,68.4,67.3,11.5,100.0,32.1,5.51,39.9,47.8,64.4,0,3,CRITICAL
568.6,0.381,19.3,52.9,50.6,20.1,85.0,29.5,3.54,34.4,39.6,49.9,0,3,CRITICAL
566.1,0.44,3.2,25.9,46.1,20.7,12.5,7.1,0.12,7.0,7.1,9.0,0,0,LOW
583.5,0.035,1.3,23.0,45.5,10.7,9.7,3.0,-0.29,2.8,2.6,0.0,0,0,LOW
568.3,0.388,18.5,65.0,60.4,16.9,100.0,32.3,4.03,38.0,44.2,57.2,0,3,CRITICAL
578.0,0.163,0.5,32.0,45.0,19.9,2.0,6.2,-0.31,5.7,5.3,2.8,0,0,LOW
582.2,0.065,15.9,59.7,60.0,23.8,70.1,17.4,0.27,18.0,17.5,18.6,0,1,MODERATE
567.8,0.4,50.7,152.6,100.0,24.7,100.0,33.3,6.7,43.1,54.3,73.9,0,3,CRITICAL
561.5,0.547,15.4,38.3,53.2,21.2,67.6,23.3,0.33,24.2,24.7,26.8,0,2,HIGH
569.2,0.367,8.8,38.4,45.0,15.2,45.6,17.8,0.36,18.5,19.8,19.9,0,1,MODERATE
571.9,0.305,18.6,36.5,45.3,17.2,85.7,26.5,3.75,32.0,38.2,49.5,0,3,CRITICAL
554.3,0.714,11.0,60.4,60.7,10.4,100.0,32.4,4.17,38.4,45.4,55.4,0,3,CRITICAL
554.3,0.714,14.2,56.3,62.0,14.4,100.0,36.1,3.47,41.6,45.7,57.6,0,3,CRITICAL
573.8,0.26,51.1,161.7,100.0,13.6,100.0,30.8,6.44,40.2,50.4,69.7,0,3,CRITICAL
558.7,0.612,8.8,63.1,57.8,18.3,48.6,17.6,-0.07,17.6,18.0,18.5,0,1,MODERATE
577.7,0.17,58.5,183.7,100.0,21.3,100.0,28.3,6.51,38.3,48.8,65.3,0,3,CRITICAL
549.6,0.823,42.4,104.7,75.8,17.7,100.0,35.1,6.59,45.0,54.1,73.6,0,3,CRITICAL
553.0,0.744,3.9,35.1,40.6,12.3,22.5,14.5,-0.29,14.5,13.9,13.4,0,1,MODERATE
563.1,0.509,1.3,17.1,44.2,14.8,6.8,7.1,-0.26,6.3,6.3,5.3,0,0,LOW
565.1,0.463,1.9,11.4,30.0,15.0,6.6,7.4,-0.23,7.3,6.8,7.9,0,0,LOW
577.4,0.177,0.3,1.2,34.0,16.7,1.1,5.8,-0.03,5.9,6.6,6.3,0,0,LOW
555.8,0.679,1.8,42.6,49.0,18.1,8.5,10.0,0.18,10.6,10.3,12.1,0,0,LOW
561.2,0.553,20.7,62.2,55.0,17.7,100.0,35.3,3.79,41.4,46.7,55.5,0,3,CRITICAL
544.8,0.935,1.3,33.9,54.2,16.4,7.5,11.7,-0.05,11.8,12.5,12.4,0,0,LOW
569.8,0.353,6.9,48.5,47.3,16.9,33.8,12.7,-0.21,11.9,12.7,11.7,0,0,LOW
566.7,0.426,33.5,62.7,59.1,19.5,100.0,30.7,4.27,37.3,43.6,56.0,0,3,CRITICAL
568.6,0.381,0.4,24.4,46.2,11.1,2.9,8.9,-0.33,8.7,7.5,5.5,0,0,LOW
574.9,0.235,30.3,73.4,69.9,17.1,100.0,29.0,3.72,34.5,40.8,50.7,0,3,CRITICAL
583.3,0.04,6.0,35.7,56.1,21.9,26.9,9.6,-0.06,10.0,9.5,9.5,0,0,LOW
547.3,0.877,2.3,26.6,44.0,24.2,7.3,12.2,0.09,12.7,12.2,12.4,0,0,LOW
569.8,0.353,21.5,49.9,49.4,22.5,82.6,24.1,3.38,29.5,34.9,45.0,0,2,HIGH
582.1,0.067,17.8,68.1,65.0,14.4,100.0,24.2,2.24,27.8,30.9,36.6,0,2,HIGH
547.5,0.872,37.8,89.0,76.9,23.5,100.0,35.4,6.38,45.1,54.2,72.7,0,3,CRITICAL
566.3,0.435,23.9,55.3,56.2,10.1,100.0,29.7,3.83,35.7,41.1,53.1,0,3,CRITICAL
547.8,0.865,29.3,104.6,81.6,15.4,100.0,35.2,5.83,43.6,52.9,70.2,0,3,CRITICAL
578.9,0.142,6.0,30.1,40.3,23.3,18.2,4.7,-0.23,3.9,4.0,1.7,0,0,LOW
567.0,0.419,3.5,30.1,53.2,18.3,17.8,10.7,0.27,11.1,12.1,11.8,0,0,LOW
551.6,0.777,25.0,90.2,70.9,17.0,100.0,35.4,5.04,43.0,50.8,65.9,0,3,CRITICAL
576.7,0.193,29.6,71.2,65.9,16.7,100.0,26.4,4.77,33.7,41.6,54.9,0,3,CRITICAL
562.8,0.516,83.8,157.4,100.0,10.9,100.0,31.4,8.56,43.9,57.9,80.5,0,3,CRITICAL
562.2,0.53,9.6,20.4,49.8,14.9,56.2,22.6,0.1,23.1,23.6,22.3,0,2,HIGH
565.4,0.456,8.4,38.6,46.6,19.8,34.6,17.1,0.08,17.1,18.2,17.6,0,1,MODERATE
557.2,0.647,27.0,89.4,74.3,19.1,100.0,33.8,4.48,40.2,46.4,60.3,0,3,CRITICAL
551.1,0.788,7.5,25.7,47.2,11.8,52.5,22.0,0.24,22.6,22.7,23.3,0,2,HIGH
551.1,0.788,48.1,103.5,72.2,10.6,100.0,35.9,6.56,45.9,54.7,74.2,0,3,CRITICAL
544.4,0.944,35.2,64.0,71.2,19.0,100.0,37.7,5.7,46.5,55.1,70.0,0,3,CRITICAL
545.7,0.914,10.1,59.1,66.9,12.6,93.8,37.4,4.49,44.4,51.5,62.3,0,3,CRITICAL
570.4,0.34,25.0,69.5,61.6,16.8,100.0,30.6,3.69,36.0,40.9,50.9,0,3,CRITICAL
579.0,0.14,25.3,67.6,56.8,11.4,100.0,27.5,3.79,32.7,39.4,49.5,0,3,CRITICAL
547.1,0.881,2.0,9.2,36.7,22.4,5.7,15.4,0.1,15.7,15.7,15.5,0,1,MODERATE
543.9,0.956,41.9,95.0,83.5,21.8,100.0,36.8,7.13,47.7,58.7,78.9,0,3,CRITICAL
546.2,0.902,12.7,37.0,43.2,22.9,41.9,21.0,0.38,21.5,21.5,24.0,0,1,MODERATE
575.9,0.212,31.5,71.6,55.9,19.8,100.0,29.7,4.02,35.6,41.1,53.6,0,3,CRITICAL
552.9,0.747,6.9,34.7,44.7,14.1,38.3,20.6,0.19,20.8,21.7,21.6,0,1,MODERATE
557.9,0.63,40.7,95.1,73.7,15.2,100.0,34.8,6.44,44.8,54.4,73.0,0,3,CRITICAL
561.2,0.553,8.9,27.1,37.8,16.0,36.8,15.9,0.11,16.3,16.6,15.3,0,1,MODERATE
583.5,0.035,0.2,3.9,24.9,23.9,0.4,3.0,-0.36,2.2,1.1,0.0,0,0,LOW
558.5,0.616,42.4,142.2,100.0,20.7,100.0,34.0,6.85,44.6,54.8,73.5,0,3,CRITICAL
550.7,0.798,1.7,36.0,43.7,10.5,12.4,14.3,-0.06,13.9,13.5,12.3,0,1,MODERATE
552.3,0.76,6.9,14.6,47.2,21.7,26.3,15.8,-0.02,15.9,15.8,16.5,0,1,MODERATE
545.0,0.93,53.9,83.8,78.5,23.7,100.0,36.3,8.58,48.9,62.3,85.0,0,3,CRITICAL
582.0,0.07,54.1,125.1,90.7,11.6,100.0,24.3,5.44,32.9,41.2,57.5,0,3,CRITICAL
579.7,0.123,15.3,61.3,64.5,24.5,70.5,20.5,0.37,21.3,22.5,22.5,0,2,HIGH
561.8,0.54,18.0,39.6,42.1,11.0,100.0,33.3,4.78,40.6,47.1,60.4,0,3,CRITICAL
583.1,0.044,10.7,22.1,47.7,13.7,65.2,15.4,0.22,16.1,15.2,18.2,0,1,MODERATE
562.5,0.523,6.2,46.7,48.7,24.2,21.8,13.8,0.27,14.2,14.0,16.2,0,1,MODERATE
579.5,0.128,7.2,19.1,34.5,19.3,22.5,6.1,-0.19,6.2,5.9,5.6,0,0,LOW
568.4,0.386,20.1,70.4,56.0,17.2,100.0,31.4,3.81,37.6,43.6,54.8,0,3,CRITICAL
563.1,0.509,25.1,106.3,78.8,13.3,100.0,32.6,3.86,38.7,44.1,55.1,0,3,CRITICAL
563.6,0.498,28.2,79.1,63.0,24.6,100.0,33.2,4.69,40.4,46.3,59.4,0,3,CRITICAL
567.0,0.419,28.1,72.9,61.6,18.2,100.0,29.4,4.5,36.3,42.6,55.5,0,3,CRITICAL
551.1,0.788,1.7,18.8,46.5,14.2,9.7,11.0,-0.29,10.6,9.6,7.9,0,0,LOW
553.6,0.73,12.3,36.7,46.0,12.2,81.2,32.8,3.53,38.4,42.7,53.3,0,3,CRITICAL
584.8,0.005,1.1,23.5,46.2,21.8,4.1,3.0,-0.04,3.0,2.7,3.5,0,0,LOW
544.6,0.94,14.4,55.1,60.1,16.7,90.7,34.0,4.54,40.9,48.5,59.5,0,3,CRITICAL
542.9,0.979,10.5,49.3,63.9,13.0,90.3,35.8,4.76,42.6,50.6,62.9,0,3,CRITICAL
570.9,0.328,39.4,107.5,91.5,15.7,100.0,28.7,5.42,36.5,44.3,61.2,0,3,CRITICAL
556.5,0.663,7.8,40.1,57.0,11.1,70.1,24.5,-0.11,24.2,23.8,23.0,0,2,HIGH
569.7,0.356,2.2,21.4,48.0,15.4,12.0,8.8,0.22,9.0,8.8,8.4,0,0,LOW
573.3,0.272,2.8,43.9,56.0,11.2,24.5,8.4,-0.28,7.5,8.3,7.0,0,0,LOW
543.1,0.974,25.8,77.9,60.6,13.9,100.0,35.6,5.98,45.0,53.2,69.4,0,3,CRITICAL
554.2,0.716,17.3,43.4,58.5,10.4,100.0,35.6,4.97,42.9,50.5,66.1,0,3,CRITICAL
565.2,0.46,1.9,20.9,49.8,20.5,8.1,6.6,-0.0,6.7,6.9,6.8,0,0,LOW
564.5,0.477,1.6,15.9,34.9,18.1,5.4,9.9,-0.1,9.6,9.1,8.6,0,0,LOW
542.0,1.0,21.7,88.3,71.0,17.0,100.0,35.0,6.12,44.6,53.3,68.7,0,3,CRITICAL
560.5,0.57,1.4,11.6,25.9,15.6,4.1,8.3,-0.04,8.1,7.5,8.9,0,0,LOW
558.8,0.609,31.1,66.7,61.8,13.6,100.0,34.9,5.88,44.0,52.9,68.2,0,3,CRITICAL
573.9,0.258,22.0,71.4,72.8,12.7,100.0,27.8,3.86,33.7,38.9,50.6,0,3,CRITICAL
550.1,0.812,1.5,3.8,32.6,12.8,6.7,10.0,-0.21,9.9,9.8,7.8,0,0,LOW
548.5,0.849,1.6,16.9,34.7,22.0,4.4,15.3,-0.09,15.5,14.7,16.0,0,1,MODERATE
582.9,0.049,77.7,131.2,87.0,17.1,100.0,24.7,8.1,37.2,49.7,70.3,0,3,CRITICAL
575.0,0.233,8.4,44.3,51.0,21.1,35.5,9.9,0.04,10.2,10.1,11.9,0,0,LOW
562.3,0.528,8.3,31.5,42.2,19.4,31.6,12.5,0.33,13.0,13.0,14.9,0,1,MODERATE
550.5,0.802,30.2,113.7,81.2,11.7,100.0,36.4,5.41,44.2,52.2,66.4,0,3,CRITICAL
575.9,0.212,53.0,66.0,68.7,17.1,100.0,29.1,5.83,37.4,45.9,61.4,0,3,CRITICAL
568.6,0.381,76.8,246.4,100.0,10.9,100.0,31.4,8.65,44.7,56.6,80.6,0,3,CRITICAL
584.2,0.019,25.2,92.3,82.3,16.6,100.0,24.4,3.6,29.7,34.5,46.7,0,2,HIGH
562.9,0.514,8.5,27.9,47.9,12.8,55.7,19.2,-0.02,19.4,18.7,20.3,0,1,MODERATE
581.3,0.086,1.6,6.1,26.2,14.4,5.1,3.0,-0.15,2.3,2.8,1.7,0,0,LOW
550.0,0.814,27.0,67.5,69.3,13.6,100.0,37.1,5.68,45.7,53.9,70.1,0,3,CRITICAL
563.4,0.502,14.7,55.1,54.0,19.6,70.9,22.4,0.21,22.3,23.7,22.3,0,2,HIGH
579.6,0.126,9.9,34.5,39.2,18.6,36.5,13.6,0.19,13.9,14.6,13.8,0,1,MODERATE
557.8,0.633,42.6,95.3,86.3,13.1,100.0,33.5,6.82,43.3,54.6,71.5,0,3,CRITICAL
566.0,0.442,2.1,22.3,38.5,20.6,6.9,10.0,-0.2,9.2,8.5,8.1,0,0,LOW
582.6,0.056,12.2,37.3,53.2,18.0,63.1,15.6,0.16,15.6,16.3,15.4,0,1,MODERATE
574.2,0.251,0.2,4.6,35.1,15.4,0.8,4.0,0.0,4.4,3.3,2.8,0,0,LOW
559.3,0.598,11.4,26.2,53.1,16.6,63.8,23.2,0.02,23.7,22.9,22.9,0,2,HIGH
574.9,0.235,1.0,30.9,47.6,18.4,4.5,3.2,0.08,3.7,2.9,5.3,0,0,LOW
561.2,0.553,2.3,33.3,56.3,18.9,12.0,10.7,0.24,10.9,11.0,11.1,0,0,LOW
578.8,0.144,2.3,35.7,51.6,14.1,14.7,6.7,-0.02,7.1,5.9,4.9,0,0,LOW
557.3,0.644,18.9,41.5,52.4,13.5,100.0,35.6,3.76,41.1,47.7,58.3,0,3,CRITICAL
573.1,0.277,24.7,67.9,70.5,20.3,100.0,29.8,4.53,36.7,43.0,56.9,0,3,CRITICAL
566.8,0.423,15.8,23.2,47.0,15.2,85.5,29.4,3.45,34.9,40.5,48.4,0,3,CRITICAL
570.1,0.347,58.9,127.9,99.5,15.7,100.0,29.0,6.14,38.2,46.7,64.6,0,3,CRITICAL
551.5,0.779,8.5,40.2,48.0,16.7,42.8,21.6,0.07,21.4,21.4,21.6,0,1,MODERATE
547.7,0.867,6.1,31.0,36.5,16.0,24.4,15.0,0.02,15.3,14.3,13.8,0,1,MODERATE
566.0,0.442,36.5,98.4,73.1,19.2,100.0,32.7,4.89,39.6,47.9,60.4,0,3,CRITICAL
581.7,0.077,4.6,33.0,45.0,15.2,23.8,6.8,0.05,6.4,6.6,8.8,0,0,LOW
568.5,0.384,59.5,183.4,100.0,10.7,100.0,32.5,6.52,42.2,52.6,71.6,0,3,CRITICAL
546.8,0.888,0.2,38.2,57.6,23.0,0.9,13.8,-0.39,13.4,11.9,11.4,0,0,LOW
543.0,0.977,63.0,118.2,83.2,17.8,100.0,36.3,8.71,49.6,61.7,87.5,0,3,CRITICAL
542.8,0.981,0.8,28.2,35.0,12.6,3.9,12.5,0.09,12.8,11.9,13.6,0,0,LOW
